the_geom,NAME,TEL,URL,ADRESS1,ADDRESS2,CITY,ZIP,COST,indoor,type,category,description,image
POINT (-74.0776650626922 40.64436917860095),Staten Island Museum / Staten Island Institute of Arts & Sciences,(718) 727-1135,http://www.statenislandmuseum.org/,75 Stuyvesant Pl.,,Staten Island,"10,301",FALSE,TRUE,general,,"Staten Island Museum (officially the Staten Island Institute of Arts & Sciences) is Staten Island’s oldest cultural institution, and the only remaining general interest museum in New York City.

Founded in 1881 by fourteen of New York City’s first “environmental activists”, the Staten Island Museum houses artifacts and specimens from ancient to contemporary periods. This “mini-Smithsonian” is rich with arts, natural sciences and local history.

The museum's holdings are formally organized into three main collections: Natural Sciences, Fine Art, and History Archives & Library. The natural science collections encompass over 500,000 botanical, biological, anthropological and mineral specimens including bird nests and eggs, mounted animals, fossils, shells, and a significant collection of insects, including important type specimens. Based upon a 19th-century model, the art collection includes works spanning prehistory to the modern period, with representations of diverse world cultures from both the Western and Non-Western traditions. The historical collections include a library, maps and atlases, early films, audio recordings, photographs, historical objects, ephemera and archival documents reaching back to the 17th century.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy0-oZ5knWOtDCawJ5LeBxcN3l_uzA2gx5IA&s
POINT (-73.94772615470191 40.808245476168075),Studio Museum in Harlem,(212) 864-4500,http://www.studiomuseum.org,144 West 125th Street,,New York,"10,027",FALSE,TRUE,culture,African,"The Studio Museum in Harlem is the nexus for artists of African descent locally, nationally, and internationally and for work that has been inspired and influenced by Black culture. It is a site for the dynamic exchange of ideas about art and society. Founded in 1968, the museum collects, preserves and interprets art created by African Americans, members of the African diaspora,[2] and artists from the African continent. Its scope includes exhibitions, artists-in-residence programs, educational and public programming, and a permanent collection. ",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBlaSaHEUMWkXXy9NsomiEMd4i2uevx8vM9g&s
POINT (-73.98967904824913 40.718687698398995),Tenement Museum,(212) 431-0233,http://www.tenement.org/,108 Orchard Street,,New York,"10,002",FALSE,TRUE,living,house,"The Tenement Museum welcomes you into the homes of immigrant, migrant, and refugee families to inspire connections between past and present and to promote an inclusive and expansive American society.

They tell the stories of working-class tenement residents who moved to New York City from other countries and other parts of the country. When the Tenement Museum opened in 1988, it radically challenged the methods, subjects, and approaches of museums and historic houses. It elevated everyday real-life people who never dreamed their stories would become the subject matter of museums and crafted those humble stories into dynamic and engaging lenses onto history.
",https://www.tenement.org/wp-content/uploads/2024/01/TourHeader_-UnderOneRoof_Baldizzi-scaled.jpg
POINT (-73.9380587417615 40.80527638435791),The Jazz Museum in Harlem,(212) 348-8300,http://www.jazzmuseuminharlem.org/,104 E. 126th Street,Suite 2D,New York,"10,035",FALSE,TRUE,history,music,"The National Jazz Museum in Harlem is dedicated to preservation and celebration of the jazz history, culture and music of Harlem, Manhattan, New York City. The museum was founded in 1996 by Leonard Garment, then Counsel to two U.S. presidents and an accomplished jazz saxophonist, Abraham David Sofaer, former U.S. district judge who gave the initial gift in honor of his brother-in-law Richard J. Scheuer, Jr., and matching funds from the Upper Manhattan Empowerment Zone, Harlem Community Development Corporation. For more than 15 years, the museum was in East Harlem at 104 East 126th Street.

On February 1, 2016, the museum re-opened in a new space at 58 West 129th Street in Central Harlem with approximately 1900 square feet of exhibition space.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwx-ku2m_k5FHx2ewmrpZ5zkWy-4sZ0vKM6g&s
POINT (-73.94196177006319 40.66891157732498),The Jewish Children's Museum,(718) 467-0600,http://www.jcmonline.org/,792 Eastern Pkwy,,Brooklyn,"11,213",FALSE,TRUE,culture,Jewish,"The Jewish Children’s Museum provides exhibitions and programs for all children in an educational and entertaining format. Through contemporary technology and a hands-on approach to learning, visitors experience Jewish history, values and traditions in a manner that inspires an increased interest in Jewish culture. The Museum serves children of all ages and their families, and is a resource and model, nationally and internationally, for interactive education on Jewish themes

 The Expo, which was patterned after the World Exposition Fairs, portrayed a voyage through Jewish history both joyous and somber. Visitors were guided through the six days of creation, the Mt. Sinai experience, the glory of the Jewish Temple in Jerusalem to modern day Israel.

Over the next five years the Expo grew. The complete exhibition required 45,000 square feet. More than 75,000 visitors attended annually.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_IjODVlI9cL2barWjHhGr1ghol3ynZgNnlA&s
POINT (-73.99392966775832 40.74700837582729),The Museum at FIT,(212) 217-5800,http://www.fitnyc.edu/306.asp,7th Avenue at West 27th Street,,New York,"10,001",0,TRUE,culture,fashion,"Best known for its innovation and award-winning exhibitions, the museum has a permanent collection of more than 50,000 garments and accessories dating from the eighteenth century  to the present. The Museum at FIT is the only museum in New York City dedicated solely to the art of fashion, and features innovative and award-winning exhibitions. The museum's Fashion Culture special programs run year-round and include exhibition talk and tours, fashion conversations with leading designers, lectures and book signings.
",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStxC4PxBQQqpg74H2emkIg6ZL1DX0FmL4DmA&s
POINT (-73.98904085250442 40.738642014511264),Theodore Roosevelt Birthplace,(212) 260-1616,http://www.nps.gov/thrb/index.htm,28 East 20th Street,,New York,"10,003",FALSE,TRUE,living,house,"This is the boyhood home of the first U.S. president to be born in New York City. Raised in a townhouse at 28 E. 20th St., Theodore Roosevelt would grow up to be our 26th President and become immortalized on Mount Rushmore. However, he started life as a sickly yet bright boy who exercised to improve his health and began a lifelong passion for the ""strenuous life.""

It is a replica of the birthplace and childhood home of 26th president of the United States, Theodore Roosevelt.
",https://offloadmedia.feverup.com/secretnyc.co/wp-content/uploads/2025/08/19105139/shutterstock_2208728847-1024x683.jpg
POINT (-73.98975703078781 40.7276767876997),Ukrainian Museum,(212) 228-0110,http://www.ukrainianmuseum.org/,222 East 6th Street,,New York,"10,003",FALSE,TRUE,culture,Ukrainian,"The Ukrainian Museum is the largest museum in North America committed to acquiring, preserving, exhibiting, and interpreting articles of artistic or historic significance to the rich cultural heritage of Ukrainians. Its array of traditional arts and crafts, 20th and 21st century art, and extensive compendium of archival materials make it one of the unique museums in New York City. Each year, the Museum organizes several exhibitions, publishes accompanying bilingual catalogues, and conducts a wide range of public programming, frequently in collaboration with other museums, educational institutions, and cultural centers.

In 2005 the Museum moved into a new, state-of-the-art facility in the heart of Manhattan’s vibrant East Village. The building was designed by Ukrainian American architect George Sawicki of Sawicki Tarella Architecture + Design in New York City. It was funded principally by the Ukrainian American community.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT17FXuEAwL4UsPYoIzsv_UTO6Ha7U29BRt6w&s
POINT (-73.87942471849595 40.877379824668694),Valentine-Varian House,(718) 881-8900,http://www.museumregister.com/US/NewYork/Bronx/ValentineVarianHouse/Info.html,3266 Bainbridge Ave.,,Bronx,"10,467",FALSE,TRUE,living,house,"Built in 1758, Valentine-Varian House is the last of the farmhouses that once lined the Boston Post Road. Isaac Valentine, a prosperous blacksmith and farmer from Yonkers, built the two-story Georgian house out of the native stone on his land. The house’s location provided Valentine with access to crop markets in New York and with plenty of blacksmithing business as carts and carriages flowed steadily past his door on the way to the King’s Bridge and Manhattan. During the Revolutionary War, however, a different sort of traffic swept through the neighborhood as the British and Colonial armies contested possession of the bridge and road. Isaac Varian bought the house and 260-acre farm from Valentine’s creditors in 1792. After Varian’s death in 1820, his son Michael took over; in 1893, Michael’s son Jesse became the third generation to own and operate the farm.",https://historichousetrust.org/wp-content/uploads/2020/10/In-Line-Image_0014_Valentine-2-1024x670.jpg
POINT (-73.89482257025313 40.89111116729143),Van Cortlandt House Museum,(718) 543-3344,http://www.vancortlandthouse.org/,VAN CRTLANDT MANSION,Broadway at West 246th Street,Bronx,"10,471",FALSE,TRUE,living,house,"Van Cortlandt House Museum is the centerpiece of a 1,000-acre urban park that encompasses what was once the Van Cortlandt family’s plantation.

When Frederick van Cortlandt had this house built in 1748-1749, it was part of Yonkers in Westchester County. Frederick van Cortlandt’s father, Jacobus, a wealthy merchant, first purchased land in this vicinity in 1693. Over the years, the Van Cortlandts continued purchasing lots from local farmers until they amassed a large estate stretching well beyond the boundaries of modern Van Cortlandt Park. In 1701, Jacobus van Cortlandt paid local Munsee Lenape people to secure legal ownership of the land, which the Van Cortlandts referred to as their “Yonkers plantation.” In the colonial period, Van Cortlandt Park’s modern day athletic fields were filled with acres of wheat, buckwheat, rye, and corn in addition to farm animals.

At the end of the 19th century, later generations of the Van Cortlandt family sold this house and land to the City of New York. After becoming a museum in 1897, the National Society of Colonial Dames in the State of New York restored and furnished the house to depict how it may have looked during the period from 1749 to 1823.
",https://historichousetrust.org/wp-content/uploads/2020/12/Van-Cortland-House-inline2-1024x670.jpg
POINT (-73.91165376574718 40.89788471476036),Wave Hill,(718) 549-3200,http://wavehill.org/visit/,West 249th Street & Independence Avenue,,Bronx,"10,471",FALSE,FALSE,living,garden,"Wave Hill is a 28-acre (11 ha) estate in the Hudson Hill section of Riverdale in the Bronx, New York City. Wave Hill currently consists of public horticultural gardens and a cultural center, all situated on the slopes overlooking the Hudson River, with expansive views across the river to the New Jersey Palisades. The estate includes two houses and a botanical garden. The oldest part of the main house, Wave Hill House, dates to 1843; Glyndor House dates from 1927 and contains a multi-room art gallery.

During the late 19th century and early 20th century, numerous highly notable people resided in Wave Hill, either because they owned it, leased it, or stayed there as guests. In 1960, the estate was given to the City of New York, and Wave Hill is now a cultural center as well as a garden. In addition to visual arts exhibits, paid-ticket concert series take place on some Sunday afternoons in Armor Hall. ",https://www.wavehill.org/uploads/general/_sm/Wave-Hill-Fall-Pergola-credit-Wave-Hill.jpg
POINT (-73.96383434736195 40.773407292902185),Whitney Museum of American Art,1 (800) WHITNEY,http://www.whitney.org/,945 Madison Ave.,,New York,"10,021",0,TRUE,art,modern/contemporary,"The Whitney Museum of American Art, known informally as ""The Whitney"", is a modern and contemporary American art museum located in the Meatpacking District and West Village neighborhoods of Manhattan in New York City. The institution was founded in 1930 by Gertrude Vanderbilt Whitney (1875–1942), a prominent American socialite, sculptor, and art patron after whom it is named.

The Whitney focuses on collecting and preserving 20th- and 21st-century American art. Its permanent collection, spanning the late-19th century to the present, comprises more than 25,000 paintings, sculptures, drawings, prints, photographs, films, videos, and artifacts of new media by more than 3,500 artists. It places particular emphasis on exhibiting the work of living artists as well as maintaining institutional archives of historical documents pertaining to modern and contemporary American art, including the Edward and Josephine Hopper Research Collection (the museum is the largest repository of Edward Hopper's artwork and archival materials in the world), the Sanborn Hopper Archive, and the Arshile Gorky Research Collection, among others.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Whitney_Museum_of_American_Art_%2849051573133%29.jpg/330px-Whitney_Museum_of_American_Art_%2849051573133%29.jpg
POINT (-73.92079629906307 40.644340681393366),Wyckoff Farmhouse Museum,(718) 629-5400,http://www.wyckoffassociation.org/,5816 Clarendon Ave,,Brooklyn,"11,203",FALSE,TRUE,living,house,"It is situated on land that New Netherland director general Wouter van Twiller purchased from the Lenape natives in approximately 1636. The house was one of several that Van Twiller ordered to be built before he was recalled to the Netherlands by 1640. It is estimated to have been built before 1641. Pieter Claesen Wyckoff's family moved in around 1652. The house is one of the oldest surviving examples of a Dutch frame house in America, and it was one of the first structures built by settlers on Long Island. The majority of the current structure was added in the 19th century, with the small kitchen section dating back to the 18th century.",https://images.ctfassets.net/1aemqu6a6t65/2m3DRSknm1usuqzBstsCPh/6d3efe51702a0c29dc5df7e5b29ba244/wyckoff-farmhouse-museum?w=1200&h=800&q=75
POINT (-73.99376449363902 40.73802754297413),Yeshiva University Museum,(212) 294-8330,http://www.yumuseum.org/,15 W. 16th St.,,New York,"10,011",FALSE,TRUE,culture,Jewish,"The Museum is comprised of four beautiful galleries, an exhibition arcade, an outdoor sculpture garden, a children’s studio workshop and Discovery Center, and a suite of administrative offices. Shared CJH facilities include a 250-seat, handicapped-accessible state-of-the art auditorium, and conference rooms.

YUM’s collection of more than 10,000 artifacts, exhibitions, installations and programs provide a window into Jewish culture around the world and throughout history. We provide visitors of all ages with dynamic interpretations of Jewish life past and present from a multidisciplinary perspective. The Museum’s exhibitions examine Jewish communities, culture, and history and present the work of emerging and established artists who treat Jewish themes and perspectives. Our public programs feature internationally renowned scholars, artists, and performers, and cultural leaders.",https://www.lbi.org/media/images/center-for-jewish-history.height-500.jpg
